,title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate
1276,Mua nhà trúng nhà với legacy central tại trung tâm tp thuận an.., Bình Dương,33.0,0.9,1.0,1.0,29.0,,30.0,30.0,1.0,3941157
1277,Legacy central căn hộ cao cấp tại thành phố thuận an., Bình Dương,33.0,0.9,1.0,1.0,29.0,,30.0,30.0,1.0,3941159
1278,Căn hộ hạng sang giá bình dân tại thành phố thuận an., Bình Dương,33.0,0.9,1.0,1.0,29.0,,30.0,30.0,1.0,3940580
1279,Westgate có gì thu hút giới đầu tư ngay trong mùa dịch?, TP HCM,59.0,2.2,2.0,2.0,20.0,,30.0,30.0,2.0,3943454
1280,Bán chung giá ưu đãi hổ trợ mùa dịch chỉ 23tr/m2 ngay mặt tiền đường dt 743 ., Bình Dương,62.0,1.0,2.0,2.0,22.0,Tây,743.0,3.0,2.0,3940566
1281,Bán chung cư giá hổ trợ mùa dịch ngay mặt tiền đường dt 743 giá chỉ 23tr/m2., Bình Dương,60.0,1.0,2.0,2.0,22.0,Nam,743.0,3.0,2.0,3940562
1282,"Căn góc duy nhất 143m2, giá tốt nhất dự án hpc 105 .tiến độ đóng 2 năm", Hà Nội,118.0,3.0,3.5,3.0,15.0,Tây Nam,30.0,30.0,2.0,3943434
1283,"Bán ch 03 mặt view sông sg 1,080 tỷ (vat) - nhận nhà tháng 10/2021 - ht vay 70%", Bình Dương,48.0,1.08,2.0,1.0,20.0,Đông nam,32.0,200.0,4.0,3810654
1284,Cần bán ch 64m2 2pn-2wc ven sông sg - lk q12 - chỉ 1 tỷ 680 vat nhận nhà 10/2021, Bình Dương,64.0,1.68,2.0,2.0,12.0,Đông nam,32.0,200.0,4.0,3834841
1285,Ch tp thuận an view sông sg chỉ 25tr/m2 vat nhận nhà 10/2021 công chứng sang tên, Bình Dương,48.0,1.2,2.0,1.0,10.0,Đông nam,32.0,200.0,4.0,3859054
1286,"Căn hộ mt eastmark city thủ đức, giá bán đợt 1, 40 triệu/m2, hỗ trợ vay ưu đãi", TP HCM,50.0,2.0,2.0,2.0,20.0,,60.0,100.0,1.0,3943419
1287,Căn 2pn an cư & ấm êm chỉ 2.4 tỷ tại lavita thuận an - chiết khấu 2%, Bình Dương,70.0,2.4,2.0,2.0,18.0,,30.0,30.0,2.0,3928770
1288,"Sum vầy với căn 3pn, 2wc tại lavita thuận an, chỉ 3.1 tỷ/ căn - ck ưu đãi 4-8%", Bình Dương,90.0,3.1,3.0,2.0,25.0,,30.0,30.0,2.0,3928771
1289,"Ngoại giao căn 3 pn tầng cao view vinhomes chỉ 2.2 tỷ, đã có sổ lh 0909860283", Hà Nội,83.0,2.2,3.0,2.0,6.0,Đông bắc,30.0,30.0,1.0,3924027
1290,"Trực tiếp từ cđt bán căn 2 ngủ full nội thất chỉ 1.8 tỷ/ 65m2, hỗ trợ vay 0% ls", Hà Nội,65.0,1.8,2.0,2.0,8.0,Tây Nam,30.0,30.0,1.0,3922985
1291,"Háo hức, nôn nao đón chào dự án mới nhất q9, tp thủ đức mt eastmark city, hot", TP HCM,49.0,1.9,1.0,1.0,20.0,Đông bắc,30.0,30.0,1.0,3936239
1292,"Căn đông nam 2 pn duy nhất 68m2 hoàng huy sở dầu chỉ 1,6 tỷ", Hải Phòng,68.0,1.6,2.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3943402
1293,Lý giải căn hộ chung cư beverly hills được săn đón dù trong mùa dịch, Quảng Ninh,62.0,2.15,1.0,1.0,20.0,Nam,30.0,30.0,4.0,3942055
1294,"Căn hộ honas residence dĩ an giá rẻ từ 1.1 tỷ/căn, hỗ trợ ân hạn gốc lãi", Bình Dương,41.0,1.1,2.0,1.0,20.0,,30.0,30.0,1.0,3943399
1295,Mở bán siêu căn hộ giá rẻ chỉ từ 899 tr / căn 300 tr nhận nhà, Bình Dương,40.0,0.9,1.0,1.0,20.0,,15.0,5.0,1.0,3943391
1296,"Căn hộ hưng thịnh moonlight centre point cạnh aeon bình tân, giá 55tr/m2", TP HCM,53.0,2.9,2.0,2.0,20.0,,30.0,30.0,1.0,3943383
1297,Chỉ còn 5 suất ngoại giao hàng Cdt căn hộ liền kề Phú Mỹ Hưng thanh toán 70% nhận nhà ngay, ,65.0,2.8,2.0,2.0,20.0,Tây Nam,30.0,30.0,2.0,3941345
1298,Trả góp chỉ từ 8 triệu/ tháng sở hữu ngay căn hộ 2pn trung tâm tp vĩnh yên, Vĩnh Phúc ,70.0,1.33,2.0,2.0,21.0,Tây Nam,30.0,30.0,2.0,3943380
1299,Thanh toán 70% nhận nhà ngay căn hộ Phú Mỹ Hưng ngân hàng hỗ trợ 50%, ,65.0,2.8,2.0,2.0,20.0,Đông Bắc,30.0,30.0,2.0,3941343
1300,Quỹ căn ngoại giao giá tốt nhất rose town 79 ngọc hồi, Hà Nội,65.0,1.7,2.0,2.0,27.0,Đông nam,30.0,30.0,1.0,3943366
1301,"Khu căn hộ cao cấp cách cụm y tế tân kiên 5p, gần làng đại học hưng long", TP HCM,69.72,2.5,2.0,2.0,20.0,,30.0,30.0,2.0,3943376
1302,"Đắn đo chi, mua legacy central ngay đi. chỉ 135tr sở hữu ngay.", Bình Dương,43.0,0.135,1.0,1.0,15.0,Đông nam,45.0,30.0,2.0,3943371
1303,"Chung cư giá từ 1,3 tỷ cơ hội vàng cho khách hàng", Hải Phòng,59.0,1.6,2.0,2.0,18.0,Đông nam,30.0,30.0,2.0,3943353
1304,Căn hộ cao cấp cửa ngỏ TP Thủ Đức giá chỉ từ 33tr/m2, ,71.0,2.4,2.0,2.0,20.0,,30.0,30.0,2.0,3941707
1305,"Bán căn 2 phòng ngủ dự án vista riverside - cuối năm vào ở, hỗ trợ ngân hàng", TP HCM,59.0,1.63,2.0,2.0,24.0,,30.0,30.0,2.0,3941848
1306,"Bán căn 2 phòng ngủ, cuối năm vào ở ngay sông sg giáp q12, thủ đức", Bình Dương,52.0,1.3,2.0,1.0,24.0,,30.0,30.0,2.0,3941876
1307,"Bán căn 2pn đang hoàn thiện cuối năm vào ở dự án vista, giáp q12 và thủ đức", TP HCM,59.0,1.63,2.0,2.0,24.0,,30.0,30.0,2.0,3941885
1308,"Thỏa ước mơ sở hữu nhà với tài chính #200 triệu, hỗ trợ ân hạn gốc miễn lãi", Bình Dương,33.0,0.9,1.0,1.0,29.0,,30.0,30.0,2.0,3941886
1309,Chung cư cao cấp view biển giá từ 800 triệu, Quảng Ninh,45.0,1.4,1.0,1.0,35.0,,35.0,30.0,4.0,3942860
1310,Hoàng huy grand tower - chung cư số *** 1 *** hải phòng., Hải Phòng,63.0,1.53,2.0,2.0,37.0,Đông nam,40.0,30.0,4.0,3942584
1311,"Căn hộ masteri centre point quận 9, giá từ 3.5 tỷ, giao nhà hoàn thiện, hỗ trợ l", TP HCM,55.0,3.5,2.0,2.0,42.0,,120.0,30.0,1.0,3943301
1312,"Căn hộ đất xanh opal city view thủ dầu một, bình dương, giá 33tr/m2, hỗ trợ vay", Bình Dương,60.0,1.9,2.0,2.0,20.0,,60.0,30.0,1.0,3943298
1313,"Căn hộ the rivana thuận an, 1-2-3pn, giá 31tr/m2, hỗ trợ cho vay 18 tháng ls 0%", Bình Dương,53.0,1.79,2.0,2.0,36.0,,30.0,30.0,2.0,3943294
1314,Housinco premium - lựa chọn cuối cùng cho khách hàng tại nguyễn xiển, Hà Nội,93.0,3.2,3.0,2.0,20.0,Đông nam,30.0,30.0,3.0,3943289
1315,Chỉ 1.6 tỷ sở hữu căn hộ cao cấp chung cư lavender garden - 176 định công, Hà Nội,50.0,1.75,2.0,2.0,20.0,,30.0,30.0,1.0,3925910
1316,"Đầu tư sinh lời lavita thuận an, bình dương chỉ 1.6 tỷ/ căn - ck 3%", Bình Dương,68.0,1.6,2.0,2.0,20.0,,30.0,30.0,2.0,3924595
1317,Ưu đãi khủng t7 ck 4-7% khi mua lavita thuận an của hưng thịnh land, Bình Dương,68.0,2.3,2.0,2.0,20.0,,30.0,30.0,2.0,3924691
1318,Ưu đãi t7 ck 3-7% khi mua biên hòa universe complex chỉ 2.2 tỷ/ căn 2pn, Đồng Nai,68.0,2.2,2.0,2.0,20.0,,30.0,30.0,3.0,3937039
1319,Siêu ưu đãi khủng t7 ck 4-8% khi mua lavita thuận an - đầu tư sinh lời, Bình Dương,50.0,1.95,1.0,1.0,20.0,,30.0,30.0,2.0,3935490
1320,"Biên hòa universe complex chỉ 2.2 tỷ căn 2pn, 2wc - ưu đãi khủng trong tháng 7", Đồng Nai,68.0,2.2,2.0,2.0,9.0,,30.0,30.0,3.0,3932147
1321,Ck khủng tháng 7 từ 4-7% khi mua lavita thuận an - đầu tư sinh lời, Bình Dương,68.0,1.95,2.0,2.0,20.0,,30.0,30.0,2.0,3933559
1322,"Chỉ 700 triệu sỡ hữu căn 2pn,2wc tại lavita thuận an - ck khủng tháng 7 đến 9%", Bình Dương,69.0,2.3,2.0,2.0,20.0,,30.0,30.0,2.0,3937469
1323,Hưng thịnh ck khủng tháng 7 đến 9% - thời điểm vàng để đầu tư lavita thuận an, Bình Dương,69.0,2.4,2.0,2.0,20.0,,30.0,30.0,2.0,3937358
1324,"Căn hộ tecco home mặt tiền 8 làn xe,tt chỉ 21% kí hđmb", Bình Dương,60.0,1.4,2.0,2.0,22.0,,30.0,30.0,1.0,3856296
1325,"Căn hộ opal boulevard phạm văn đồng, đã nhận nhà, giá 2.45 tỷ/75m2/2pn-2wc", Bình Dương,75.0,2.45,2.0,2.0,36.0,,60.0,50.0,1.0,3943282
1326,"Bán căn 2 pn 72.84m2 hướng đông nam thoáng mát chỉ 2 tỷ, đã có sổ lh 0909860283", Hà Nội,72.0,2.0,2.0,2.0,6.0,Đông nam,30.0,30.0,1.0,3919611
1327,"Căn hộ eco xuân lái thiêu bình dương, mt ql13, cạnh lotte mark, giá 28tr/m2", Bình Dương,67.0,0.12395,2.0,2.0,20.0,,30.0,30.0,1.0,3943278
1328,Căn hộ tiện ích tại trung tâp tp thuận an giá chỉ từ 299 triệu/căn (30%), Bình Dương,40.0,0.9,2.0,2.0,20.0,,25.0,30.0,2.0,3943276
1329,300 triệu nhận nhà ở ngay căn hộ cao cấp aqua park bắc giang, Bắc Giang,68.0,1.31,2.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3943268
1330,"Căn hộ him lam phú đông phạm văn đồng, 67m2, 2pn-2wc, đã có sổ hồng", Bình Dương,67.0,2.2,2.0,2.0,21.0,,30.0,100.0,1.0,3943265
1331,"Bán căn hộ chung cư khu đô thị văn khê, hà đông, 3pn, 3w, 300tr nhận nhà ở ngay", Hà Nội,118.0,3.0,3.0,3.0,50.0,,30.0,30.0,2.0,3941546
1332,Legacy central thuận an căn hộ sang trọng giá tốt, Bình Dương,60.0,0.06,2.0,1.0,20.0,,30.0,30.0,2.0,3942861
1333,Căn hộ đẹp sang trọng hãy đến với legacy central, Bình Dương,50.0,0.9,2.0,1.0,20.0,,30.0,30.0,2.0,3938435
1334,Vì sao căn hộ ecolife riverside tại tp quy nhơn lại được nhiều nhà đầu tư săn., Bình Định,64.0,1.5,2.0,2.0,28.0,Đông nam,30.0,30.0,2.0,3942391
1335,Vì sao căn hộ ecolife riverside tại tp quy nhơn lại được nhiều nhà đầu tư săn., Bình Định,64.0,1.5,2.0,2.0,28.0,Đông nam,30.0,30.0,2.0,3942391
1336,Nhận ngay ưu đãi lên tới 100 triệu khi mua căn hộ ecolife trong thời gian này, Bình Định,60.0,1.2,2.0,2.0,28.0,Tây bắc,30.0,30.0,2.0,3941951
1337,"Cđt ecolife ưu đãi cho khách hàng khi mua trong tuần này, liên hệ ngay", Bình Định,60.0,1.2,2.0,2.0,28.0,Tây bắc,30.0,30.0,2.0,3942034
1338,Làm sao để mua căn hộ ecolife quy nhơn mà vốn chỉ có 350 triệu. liên hệ cđt ngay, Bình Định,60.0,1.2,2.0,2.0,28.0,Tây bắc,30.0,30.0,2.0,3942035
1339,Làm gì khi mua nhà quy nhơn mà chỉ có 350 triệu. liên hệ ngay, Bình Định,60.0,1.2,2.0,2.0,28.0,Tây bắc,30.0,30.0,2.0,3942036
1340,Không mua căn hộ ecolife thời điểm này thì đừng mua căn căn hộ nữa. nguyên nhân?, Bình Định,60.0,1.2,2.0,2.0,28.0,Tây bắc,30.0,30.0,2.0,3942207
1341,Ưu đãi mùa dịch mua ngay căn hô ecolife nhận ngay chiết khấu khủng, Bình Định,60.0,1.18,2.0,2.0,28.0,Đông nam,30.0,30.0,2.0,3941368
1342,Nhượng lại căn 2p hương đông nam giá 1 tỷ 350.lh, Bình Định,64.0,1.35,2.0,2.0,28.0,Đông nam,30.0,30.0,2.0,3941453
1343,"Căn hộ legacy central thuận an, bình dương giá rẻ, bank hỗ trợ 75%", Bình Dương,45.0,0.135,1.0,1.0,20.0,Đông nam,35.0,30.0,2.0,3943254
1344,"Tặng ngay 100 triệu, tặng ngay nội thất an cường cho căn hộ chỉ 2 tỷ", TP HCM,59.0,2.1,2.0,2.0,20.0,,30.0,30.0,2.0,3943245
1345,Dự án nhận nhà ở ngay căn hộ 3pn 1 (diện tích 135m2), Hà Nội,118.0,3.0,3.5,3.0,20.0,Đông bắc,30.0,30.0,2.0,3943229
1346,Chung cư quận hà đông - 2 phòng ngủ tầng trung, Hà Nội,79.0,2.0,2.0,2.0,24.0,Đông nam,50.0,50.0,4.0,3943218
1347,Bán căn hộ 2pn đẹp nhất tây sài gòn được tặng thêm nội thất và hoàn tiền 100, TP HCM,59.0,2.1,2.0,2.0,20.0,Đông nam,80.0,60.0,2.0,3943217
1348,Bán căn hộ bình chánh mặt tiền nguyễn văn linh chỉ trả trước 630 triệu, TP HCM,59.0,2.1,2.0,2.0,20.0,Đông nam,80.0,60.0,2.0,3943212
1349,Cơ Hội Vàng Để Sở Hữu Căn 3PN Duy Nhất Trên Một Mặt Sàn Với Chính Sách Cực Tốt, ,84.0,4.62,2.0,2.0,20.0,,30.0,30.0,2.0,3943211
1350,"Chỉ 1.7x tỷ, tt 600tr, sở hữu ngay ch cao cấp eco city việt hưng, vay 70%,ls0%", Hà Nội,72.0,1.79,2.0,2.0,16.0,,30.0,30.0,2.0,3941264
1351,Bán căn 2pn grand center view biển giá 2tỷ2 tặng gói bảo hiểm 400tr 1 chỉ vàng, Bình Định,70.0,2.2,2.0,2.0,42.0,,30.0,30.0,2.0,3943173
1352,"Bán căn 2pn moonlight center point bình tân, giá chỉ 3.6 tỷ", TP HCM,68.0,3.6,2.0,2.0,20.0,,30.0,30.0,2.0,3942500
1353,Bán căn 2pn grand center giá 2tỷ2 tặng gói bảo hiểm 400tr 1 chỉ vang, Bình Định,70.0,2.2,2.0,2.0,5.0,,30.0,30.0,2.0,3942869
1354,"Kẹt tiền mùa dịch cần bán căn 2pn melody quy nhơn, cắt lỗ 530 triệu/1 căn", Bình Định,50.0,1.35,1.0,1.0,20.0,,30.0,30.0,2.0,3942870
1355,"Bán căn melody quy nhơn 1pn 1.35 ty , lợi nhuận cho thuê 18tr/tháng", Bình Định,50.0,1.35,1.0,1.0,20.0,,30.0,30.0,2.0,3942872
1356,"Bán căn 2pn moonlight center point bình tân, giá 3.6 tỷ", TP HCM,68.0,3.6,2.0,2.0,20.0,,30.0,30.0,2.0,3942876
1357,Bán căn 2pn moonlight center point bình tân giá chỉ 3.6 tỷ, TP HCM,68.0,3.6,2.0,2.0,24.0,,30.0,30.0,2.0,3942206
1358,Bán căn 1pn cuối cùng grand center quy nhơn giảm gần 500 triệu( 24%), Bình Định,50.0,1.5,1.0,1.0,20.0,,30.0,30.0,2.0,3942031
1359,Bán căn 2pn grand center quy nhơn trung tâm thành phố giá 2.2 tỷ, Bình Định,70.0,2.2,2.0,2.0,42.0,,30.0,30.0,2.0,3941846
1360,Bán căn 2pn grand center giá 2tỷ2 tặng gói bảo hiểm 400tr 1 chỉ vang, Bình Định,70.0,2.2,2.0,2.0,20.0,,30.0,30.0,2.0,3943051
1361,"Bán căn 2pn moonlight center point bình tân, giá 3.6 tỷ", TP HCM,68.0,3.6,2.0,2.0,20.0,,30.0,30.0,2.0,3943052
1362,Bán căn 1pn melody quy nhơn giá cắt lỗ 350 triệu/ căn, Bình Định,50.0,1.35,1.0,1.0,20.0,,30.0,30.0,2.0,3943047
1363,Đầu tư mùa dịch sinh lời vô địch chỉ 139 triệu, Bình Định,52.0,1.39,1.0,1.0,39.0,,30.0,30.0,1.0,3939009
1364,Cơ hội cuối cùng sở hữu căn hộ vista riverside vị trí độc tôn mặt tiền sông sg, TP HCM,43.0,1.08,1.0,1.0,15.0,Đông nam,32.0,200.0,4.0,3920306
1365,Ch giá rẻ ngay aeon mall canary bình dương: - 𝐓rả trước 200 triệu, Bình Dương,33.0,0.8,1.0,1.0,10.0,Đông nam,22.0,30.0,4.0,3920382
1366,"Bán ch 2pn 52m2 view sông, sân golf 1,3 tỷ (vat) góp 5tr nhận nhà 10/2021", TP HCM,52.0,1.3,2.0,1.0,19.0,Đông nam,32.0,200.0,4.0,3886510
1367,Ch view sông sg giá dưới 1 tỷ đồng (vat) nhận nhà 10/2021 cách emart gò vấp 25p, Bình Dương,48.0,1.12,2.0,1.0,24.0,Đông nam,32.0,200.0,4.0,3877742
1368,Vista là ch rẻ nhất thị trường 2021 view sông sg 25tr/m2 vat nhận nhà 10/2021, Bình Dương,52.0,1.3,2.0,1.0,4.0,Đông nam,32.0,200.0,4.0,3881019
1369,An cư với 400tr góp từ 4tr ch 43m2 balcony view sông sg cách giga thủ đức 20p, Bình Dương,43.0,0.99,1.0,1.0,20.0,Tây bắc,32.0,200.0,4.0,3880262
1370,"Ch cao cấp cho gia đình trẻ 48m2 1pn plus, shr, ban công view sông sài gòn", Bình Dương,48.0,1.2,2.0,1.0,10.0,Đông nam,32.0,200.0,2.0,3829456
1371,Thỏa ước mơ sở hữu nhà thành phố giá rẻ dưới 1 tỷ đông - legacy central, Bình Dương,42.0,1.1,1.0,1.0,10.0,Đông nam,22.0,64.0,4.0,3828135
1372,"Căn 2pn view sông sg 1 tỷ 3 (vat), trả trước 450tr nhận nhà, góp 4-6tr/tháng", TP HCM,52.0,1.3,2.0,1.0,4.0,Đông nam,32.0,200.0,4.0,3879518
1373,"Ch 52m2 view sông sg, ngay trung tâm tp. thuận an, gía chỉ 25tr/m2 (vat)", TP HCM,52.0,1.3,2.0,1.0,4.0,Tây bắc,32.0,200.0,4.0,3878669
1374,"Căn góc 56m2 view sông sg, tt 490tr, gíap thủ đức q12 vào ở 10/2021", Bình Dương,56.0,1.45,2.0,1.0,16.0,Tây Nam,32.0,200.0,4.0,3884609
1375,Ch tp. thuận an 10/2021 nhận nhà duy nhất căn 52m2 view sông sg 2pn tt chỉ 449tr, TP HCM,52.0,1.3,2.0,1.0,12.0,Đông nam,32.0,200.0,4.0,3896793
1376,Bán nhà 48m2 sổ riêng view sông sg thoáng mát ngay cầu phú long q12 tt chỉ 400tr, TP HCM,48.0,1.2,1.0,1.0,17.0,Đông nam,32.0,200.0,4.0,3891369
1377,Ch sắp giao mt sông 1pn plus chỉ 24tr/m2 48m rẻ nhất 2021 ngay cầu phú long q12, TP HCM,48.0,1.14,1.0,1.0,24.0,Đông nam,32.0,200.0,4.0,3875110
1378,"Ch cao cấp cho gia đình trẻ 48m2 tt chỉ 400tr, shr, ban công view sông sài gòn", TP HCM,48.0,1.2,2.0,1.0,4.0,Đông nam,32.0,200.0,4.0,3920333
1379,Bạn ước mơ chúng tôi hiện thực - legacy thuận án - chỉ từ 900tr/căn tt 225t, Bình Dương,33.0,0.9,1.0,1.0,12.0,Tây Nam,16.0,32.0,4.0,3941650
1380,Hot 2021 mua nhà - trúng nhà cùng căn hộ legacy central ngay gần aeon mall cana, Bình Dương,33.0,0.9,1.0,1.0,14.0,Tây Nam,16.0,22.0,4.0,3941651
1381,Mở bán tháng 8/2021 ch giá rẻ 2pn dự án legacy central thuận an tt 135tr sở hữu, Bình Dương,33.0,0.9,1.0,1.0,16.0,Tây Nam,16.0,32.0,4.0,3941652
1382,Căn hộ eco city việt hưng - đẳng cấp resort liền kề vinhomes riverside, Hà Nội,65.0,1.8,2.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3913909
1383,"Căn hộ him lam chợ lớn quận 6, đã có sổ hồng, giá bán 3.2 tỷ/căn, hỗ trợ vay 70%", TP HCM,83.0,3.25,2.0,2.0,24.0,,30.0,100.0,1.0,3943187
1384,"Căn hộ 4pn đẹp nhất dự án, chính sách tốt, giá rẻ, ở ngay chỉ hơn 900tr", Hà Nội,118.0,3.0,3.5,3.0,20.0,Đông bắc,30.0,30.0,2.0,3943186
1385,"Căn hộ lovera vista khang điền bình chánh 1-2-3pn, giá tốt, đã nhận nhà", TP HCM,52.0,1.8,2.0,1.0,22.0,,30.0,30.0,1.0,3943185
1386,"Chung cư hpc landmark 105 142m² 3pn, tại hà đông", Hà Nội,118.0,2.7,3.0,2.0,20.0,,30.0,30.0,2.0,3939373
1387,"Bán căn hộ quận hà đông, 3pn, 3wc, thanh toán 320tr nhận nhà ở ngay", Hà Nội,118.0,3.2,3.0,3.0,15.0,,30.0,30.0,2.0,3942798
1388,"Bán căn hộ quận hà đông, 3pn, 3wc, thanh toán 320tr nhận nhà ở ngay", Hà Nội,118.0,3.2,3.0,3.0,15.0,,30.0,30.0,2.0,3942798
1389,Ngân hàng hỗ trợ 70% không lãi không gốc đến khi nhận nhà, TP HCM,59.0,2.1,2.0,2.0,20.0,,30.0,30.0,2.0,3943183
1390,"Căn hộ ricca phú hữu quận 9, giá từ 1.8 tỷ, hỗ trợ vay 70%", TP HCM,56.0,1.8,2.0,1.0,18.0,Đông nam,20.0,100.0,1.0,3943181
1391,Kđt rose town dự án tâm điểm phiá nam hà nội mở bán thêm nhiều quỹ căn mới, Hà Nội,65.0,1.8,2.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3943180
1392,Căn hộ 3pn rẻ nhất quận tây hồ chỉ từ 2.7 tỷ, Hà Nội,92.0,2.77,3.0,2.0,20.0,Nam,30.0,30.0,4.0,3943179
1393,Mở bán 249 căn hộ chung cư cao cấp tại dự án the jade orchid, Hà Nội,67.8,2.5,2.0,2.0,20.0,,30.0,30.0,1.0,3943172
1394,Ai sẽ trở thành những chủ nhân tương lai của căn hộ the jade orchid, Hà Nội,67.8,2.5,2.0,2.0,20.0,,30.0,30.0,1.0,3943168
1395,Bán căn 2 pn hướng đông nam view trọn vinhomes chỉ 2 tỷ/ 72m2 lh 0909860283, Hà Nội,72.84,2.0,2.0,2.0,6.0,Đông nam,30.0,30.0,1.0,3925288
1396,Eco city việt hưng chỉ 600 tr nhận nhà ở ngay căn góc 2 pn 65m2 full đồ cao cấp, Hà Nội,65.0,1.7,2.0,2.0,8.0,Đông nam,30.0,30.0,1.0,3925912
1397,"Chính chủ cần bán căn hộ grand center 1pn, giá 1.6 tỷ, view hồ bơi", Bình Định,50.0,1.67,1.0,1.0,43.0,Tây bắc,40.0,30.0,1.0,3943146
1398,Hỗ trợ lãi suất 0% trong vòng 3 năm thanh toán theo tiến độ 1% mỗi tháng , ,65.0,3.6,2.0,2.0,20.0,,30.0,30.0,2.0,3943142
1399,1 căn duy nhất suất ngoại giao chỉ 2ty2 2pn trả góp không lãi suất, ,65.0,2.2,2.0,2.0,12.0,Tây Bắc,30.0,30.0,2.0,3919181
1400,"Căn hộ him lam phú an quận 9 ngay cầu rạch chiếc, giá từ 2.55 tỷ 69m2 2pn 2wc", TP HCM,69.0,2.55,2.0,2.0,17.0,,30.0,50.0,1.0,3943132
1401,"Căn hộ him lam phú an quận 9 ngay cầu rạch chiếc, giá từ 2.55 tỷ 69m2 2pn 2wc", TP HCM,69.0,2.55,2.0,2.0,17.0,,30.0,50.0,1.0,3943132
1402,"Bán căn 3 ngủ, 100m2, 2,4 tỷ chung cư rose town hoàng mai", Hà Nội,100.0,2.4,2.0,2.0,20.0,,30.0,30.0,2.0,3941402
1403,"Bán căn 2 ngủ 70m2, giá 26 triệu/m2, chung cư rose town, hoàng mai", Hà Nội,70.0,1.74,2.0,2.0,20.0,,30.0,30.0,2.0,3941459
1404,"Bán căn 74m2, chung cư phương đông green park, 2,07 tỷ", Hà Nội,74.0,2.0,2.0,2.0,20.0,,30.0,30.0,2.0,3940770
1405,"Chính chủ cần bán căn hộ gần aeon mall bình dương, giá chỉ 800 triệu", Bình Dương,45.0,0.8,1.0,1.0,20.0,Đông nam,32.0,30.0,2.0,3943110
1406,Chung cư housinco premium lựa chọn cuối cùng tại nguyễn xiển, Hà Nội,93.0,0.3069,3.0,2.0,20.0,,30.0,30.0,3.0,3943106
1407,Hướng dẫn đăng ký mua căn hộ cao cấp giá 0 đồng mùa dịch covid:, TP HCM,58.0,2.02,2.0,1.0,20.0,,25.0,30.0,4.0,3943089
1408,Chủ đầu tư bán ccmn xã đàn(26-45m2) chỉ từ 550tr/căn full đồ, Hà Nội,26.0,0.55,1.0,1.0,20.0,,30.0,30.0,2.0,3669921
1409,"Bán căn hộ 3 phòng ngủ diện tích 99m2 chung cư quận cầu giấy, vay 0%, ck 6%", Hà Nội,99.0,4.0,3.0,2.0,20.0,,30.0,30.0,1.0,3910330
1410,Căn hộ cao cấp bàn giao full nội thất ngay tại mặt đường nguyễn xiển, Hà Nội,93.0,0.2976,3.0,2.0,20.0,,30.0,30.0,4.0,3933519
1411,"Bán căn hộ 2pn (72m2), tầng đẹp ban công đông nam view vinhomes giá 2.08tỷ", Hà Nội,72.0,2.08,2.0,2.0,7.0,Đông nam,30.0,30.0,1.0,3932121
1412,"Quỹ căn ngoại giao eco city 1.78 tỷ/căn 2pn, 2.1 tỷ/căn 3pn,đã có sổ", Hà Nội,63.0,1.8,2.0,2.0,16.0,Đông nam,20.0,20.0,1.0,3856158
1413,"Chuyển nhượng căn 3pn(83.37m2) ecocicty việt hưng,căn hộ đã có sổ,nhà mới ở ngay", Hà Nội,84.0,2.2,3.0,2.0,5.0,Nam,40.0,30.0,1.0,3857427
1414,Căn 2pn (72m2) ecocity việt hưng_full nội thất cao cấp_nhận nhà ở ngay, Hà Nội,72.0,2.0,2.0,2.0,16.0,Đông nam,20.0,20.0,1.0,3857605
1415,Căn góc cao cấp 3pn (83m2)_tầng đẹp view vinhomes_hướng đn_đã có sổ, Hà Nội,84.0,2.2,3.0,2.0,16.0,Đông nam,20.0,20.0,2.0,3854218
1416,"Bán gấp ch3pn (86m2) ecocity full nt,đã có sổ,htls 0% 24,nhà mới ở ngay", Hà Nội,86.0,2.5,3.0,2.0,16.0,Tây bắc,30.0,100.0,2.0,3885777
1417,Bán căn hộ 2pn full nội thất đẹp nhất việt hưng_đã có sổ_nhà mới_ vay 0% 2 năm, Hà Nội,63.0,1.8,2.0,2.0,8.0,Đông nam,20.0,20.0,2.0,3887905
1418,"Quỹ căn ngoại giao trực tiếp cđt valencia chỉ từ 1.5 tỷ/căn 2pn, 1.9tỷ/căn", Hà Nội,61.0,1.5,2.0,1.0,8.0,Đông nam,30.0,30.0,2.0,3886821
1419,"Căn góc siêu đẹp eco city việt hưng 1,8 tỷ/căn - nhận nhà ngay - hỗ trợ vay 70%", Hà Nội,65.0,1.8,2.0,2.0,20.0,,30.0,30.0,2.0,3890716
1420,"Bán căn góc 3 phòng ngủ chung cư valencia garden, nhận nhà ở ngay", Hà Nội,79.0,1.94,3.0,2.0,8.0,,30.0,30.0,2.0,3890731
1421,Căn hộ ở cao cấp view biển mỹ khê. vật liệu nhập khẩu châu âu. sắp mở bán., Đà Nẵng,105.0,5.25,3.0,3.0,18.0,Đông,15.5,30.0,2.0,3930157
