,title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate
1936,Bán căn hộ 83m2 ck 3% htls 0% 12 tháng dự án le grand jardin ở ngay miễn phí dv,"Chung cư Le Grand Jardin, Quận Long Biên, Hà Nội",83,2.7,2,2,,Đông bắc,,,,3924820
1938,"Thanh toán 500tr sở hữu ngay căn hộ thành phố thủ đức mở rộng, giá tốt","Quận Thủ Đức, TP HCM",51,0.5,2,2,,Đông nam,,,,3940917
1939,CĂN HỘ GIÁ RẺ THUẬN GIAO BÌNH DƯƠNG,"Phường Thuận Giao, Thị Xã Thuận An,",60,0.9,,,,,,,,3940916
1940,Hot nhất căn hộ ngay trung tâm thành phố - giá chỉ từ 250 triệu/căn,"Legacy Central, Thị Xã Thuận An, Bình Dương",36,0.9,1,1,,Đông bắc,32,,,3940914
1941,"Mua nhà mùa dịch chỉ với #200 triệu, nh hỗ trợ ân hạn gốc, miễn lãi tới nhận nhà","Thị Xã Thuận An, Bình Dương",33,0.9,1,1,29,,,30,,3939006
1942,"Nhượng lại gấp căn hộ 135m2 3 ngủ 3vs , hỗ trợ vay bank. tặng quà 250 triệu","Quận Hà Đông, Hà Nội",136,3,3,3,,Đông bắc,,,,3939200
1943,"Bán nhanh căn hộ 3 ngủ 3vs trung tâm hà đông. view đẹp ,giá tốt 0962374177","Quận Hà Đông, Hà Nội",136,3,3,3,,Đông nam,,,,3938929
1944,139 triệu sở hữu căn hộ ven biển 5 sao nhật bản tại kỳ co eo gió,"Takashi Ocean Suite, Thành Phố Quy Nhơn, Bình Định",50,0.139,1,1,,,,,,3932062
1945,Bán căn 1pn grand center kẹt tiền mùa dịch cắt lỗ 800 triệu / căn,"Grand Center, Thành Phố Quy Nhơn, Bình Định",50,1.5,1,1,6,,30,30,,3940873
1946,Còn duy nhất 1 căn ngoại giao 121 m2 3pn tại trung tâm hà đông,"HPC Landmark Tower, Quận Hà Đông, Hà Nội",121,2.7,3,2,12,Đông bắc,,,2,3940868
1947,7 điều cần phải biết trước khi mua nhà tại dự án the matrix one,"The Matrix One, Quận Nam Từ Liêm, Hà Nội",97.5,3.6,,,18,,,,,3940864
1948,Căn hộ westgate chương trình tặng full nội thất cao cấp vay ngân hàng 70% free g,"CAO TỐC HỒ CHÍ MINH-TRUNG LƯƠNG, Huyện Bình Chánh, TP HCM",59,2.2,,,,,,,,3940863
1949,"Bán căn hộ trung tâm quy nhơn, giảm từ 500 triệu/ căn, tặng vàng và tiền mặt","Grand Center, Thành Phố Quy Nhơn, Bình Định",70,2.5,2,2,43,Tây bắc,70,,1,3940861
1951,Vắng bóng căn hộ 1 tỷ. 0968837420 có liền,"Quận Hà Đông, Hà Nội",136,3,3,2,,Đông nam,,,,3940833
1952,Ecocity việt hưng cần 660tr có thể chinh phục căn hộ dự án nữ hoàng việt hưng,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",73,2.02,2,2,17,Đông nam,,,1,3889902
1953,Ngập tràn khuyến mại cơ hội sở hữu hiếm có tại ecocity việt hưng chỉ cần 600tr,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",65,1.8,2,2,17,Nam,,,2,3887920
1954,Bán chung cư đống đa- xã đàn nhiều diện tích chỉ từ 640tr,"Quận Đống Đa, Hà Nội",42,0.64,2,1,,,,,,3853234
1955,Giá tốt-bán căn hộ chung cư chùa bộc-tôn thất tùng,"Quận Đống Đa, Hà Nội",46,0.67,2,1,5,,,,4,3854367
1956,Chung cư mini quận ba đình_đào tấn- từ 650tr/1c,"Quận Ba Đình, Hà Nội",50,0.71,2,1,,Đông nam,,,4,3875353
1957,Bán chung cư nguyễn trãi - ngã tư sở - 1 đến 3 ngủ,"Quận Thanh Xuân, Hà Nội",54,0.76,3,2,4,Nam,,,3,3925384
1958,Duy nhất 690tr/căn nguyễn trãi-thanh xuân full đồ,"Quận Thanh Xuân, Hà Nội",32,0.66,1,1,5,,,,3,3925390
1959,"Dự án bán chung cư 7,2ha hoàng hoa thám_ba đình--từ 670tr","Hoàng Hoa Thám, Quận Ba Đình, Hà Nội",44,0.67,2,1,6,Đông nam,3,8,2,3924243
1960,Mới chung cư liễu giai_hoàng hoa thám -ba đình_33-50m2- từ 690tr,"Quận Ba Đình, Hà Nội",50,0.77,2,1,,,,,3,3921108
1961,Chung cư đội cấn- hoàng hoa thám- từ 670tr- ở ngay,"Đội Cấn, Quận Ba Đình, Hà Nội",44,0.72,2,1,,Đông nam,,,3,3911850
1964,"Bán chung cư tại kdt văn khê, hà đông, 300tr nhận nhà ở ngay, thanh toán tiến độ","KĐT Văn Khê, Quận Hà Đông, Hà Nội",135,3,3,2,,,,,,3940778
1966,Takashi ocean suite kỳ co bình định-bản sắc nhật bên vịnh thiên đường,"Takashi Ocean Suite, Thành Phố Quy Nhơn, Bình Định",63,0.08757,2,2,40,,,,4,3940758
1967,Bán căn 2pn grand center giá 2 tỷ 9 giảm còn 2 tỷ 2 tặng gói bảo hiểm 400 triệu,"Grand Center, Thành Phố Quy Nhơn, Bình Định",70,2.2,2,2,42,,30,,,3940753
1969,Dự án takashi. sở hữu lâu dài có sổ hồng từng căn,"Takashi Ocean Suite, Thành Phố Quy Nhơn, Bình Định",80,1.39,2,2,39,Bắc,,,4,3940750
1970,Bán căn melody quy nhơn giá chủ đầu tư mùa covid giá 2 tỷ giảm còn 1.4 tỷ / căn,"Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",50,1.4,1,1,35,,30,30,,3940749
1971,"Ưu đãi lớn nhất mùa dịch cho căn hộ grand center, ck 24%, tặng vàng và tiền mặt","Grand Center, Thành Phố Quy Nhơn, Bình Định",70,2.5,2,2,43,Đông nam,,,1,3940734
1972,Legacy central - tổ ấm hiện thực không phải là mơ,"Legacy Central, Thị Xã Thuận An, Bình Dương",32,0.9,1,1,15,Đông nam,32,,,3940732
1973,Bán dự án chung cư west gate tại bình chánh tp.hcm với giá cực kỳ ưu đãi,"West Gate Park, Huyện Bình Chánh, TP HCM",100,4,,,,,,,,3940731
1974,"Bán gấp căn hộ 2pn nhận nhà tháng 9 , ngay vinhom star city tp thanh hoá","Eurowindow Garden City, Thành phố Thanh Hóa, Thanh Hóa",52,1.05,2,1,,Đông nam,,,2,3940729
1975,"Bán căn hộ nghỉ dưỡng 5 sao charm - long hải cực đẹp,chính chủ miễn trung gian","Võ Thị Sáu, Huyện Long Điền, Bà Rịa - Vũng Tàu",38.6,0.869,1,1,8,Tây bắc,10,10,,3940728
1976,Chung cư goldmark city- căn góc 3pn/135m2. giá chỉ từ 3.xx tỷ.,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",135,3.92,,,,Đông nam,,,,3940726
1977,Căn hộ vip- royal city- ở -cho thuê đều sướng,"Chung cư Royal City, Quận Thanh Xuân, Hà Nội",98,4.1,3,,35,,3,,,3939689
1978,Chính chủ- cần bán gấp- căn hộ chung cư- nguyễn trãi- thanh xuân quân,"Quận Thanh Xuân, Hà Nội",35,1.39,2,,3,,,,,3939404
1979,225 triệu sở hữu ngay căn hộ trung tâm tp thuận an,"Legacy Central, Thị Xã Thuận An, Bình Dương",60,0.9,2,2,,,,,,3940715
1980,"Chung cư legacy central ngay aeon bình dương, quốc lộ 13","Legacy Central, Thị Xã Thuận An, Bình Dương",60,0.9,2,2,30,Đông,15,15,1,3940708
1981,"Bán căn hộ legacy thuận an, giá từ 850 triệu/m2 (đã vat)","Legacy Central, Thị Xã Thuận An, Bình Dương",32,0.9,,,,,,,,3913599
1982,"Bán căn hộ legacy central thuận an, giá từ 850tr/căn đã vat","Legacy Central, Thị Xã Thuận An, Bình Dương",32,0.85,,,,,,,,3915040
1983,"Siêu phẩm căn hộ giá từ 800 triệu/căn, trả siêu 200 tr sở hữu. lh: 0906359269","Legacy Central, Thị Xã Thuận An, Bình Dương",32,0.8,1,1,,,,,,3919863
1984,Căn hộ độc tôn ngay aeon maill. giá từ 800tr/căn trả trước 200 triệu sở hữu,"Legacy Central, Thị Xã Thuận An, Bình Dương",32,0.8,1,1,,,,,,3919156
1985,"Lộ diện dự án căn hộ "" hot nhất giữa năm 2021 "" ngay tp.thuận an. giá dưới 1 tỷ","Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.8,1,1,,,,,,3922214
1986,"Bán căn hộ 1pn loại 39m2 dự án vista riverside nhận nhà ở liền, giao hoàn thiện","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",39,1.08,1,1,,,,,,3934650
1987,"Căn hộ cao cấp ngay lòng tp thuận an, mức giá bình dân thanh toán 250tr sở hữu","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3934134
1988,"Cơ hội sở hữu ngay căn 48m2 (1pn , 1wc) với tài chính có sẵn 400 triệu nhận nhà","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",48,1.2,2,1,,,,,,3939880
1989,Chỉ với 650tr ban đầu quý khách đã sở hữu căn hộ 2 ngủ tại quận hoàng mai,"Feliz Homes, Quận Hoàng Mai, Hà Nội",75.9,2.54,2,2,27,Tây Nam,,,1,3940687
1990,"Sở hữu căn hộ góc hướng đông nam mát mẻ giá chỉ 3,5 tỷ","Feliz Homes, Quận Hoàng Mai, Hà Nội",107,3.52,3,2,27,Đông nam,,,1,3940680
1991,Bán căn hộ tòa b a the ruby view biển hạ long - sở hữu ngay căn hộ chỉ với 500,"Phường Cao Xanh, Thành Phố Hạ Long, Quảng Ninh",75,0.5,2,2,,,,,4,3940679
1992,Legacy central khu căn hộ cao cấp ngay trung tâm thuận an. 900tr/căn,"Legacy Central, Thị Xã Thuận An, Bình Dương",45,0.225,1,1,29,Đông nam,25,,,3940676
1993,Sài gòn west – dự án căn hộ tại đường t&,"Ten Lua, Binh Tan, TP HCM",65,3.5,2,2,1,---,25,,,3940663
1994,Căn hộ resort lavita thuận an. 2pn 70m2. thanh toán 399tr đến khi n,"Dai Lo Binh Duong, Thuan An, B\u00ECnh D\u01B0\u01A1ng",70,2.1,2,2,1,---,30,,,3940664
1995,Mở bán nhận booking căn đẹp tòa dv04 rose town giá chỉ từ 30tr/m2,"Rose Town, Quận Hoàng Mai, Hà Nội",71,2.13,2,2,,,,,,3940055
1996,"Penhouse thông 3 tầng đẳng cấp tại văn quán, giá bán chỉ 5,9 tỷ/căn 290m","Chung cư New Skyline Văn Quán, Quận Hà Đông, Hà Nội",280,5.9,5,4,,Đông nam,,,,3939830
1997,Quỹ căn ngoại giao đẹp - ck 5% - quà tặng lên đến 80tr - hỗ trợ ls 0%/ 12 ân hạn,"Quận Thanh Xuân, Hà Nội",94,3.29,3,2,,Đông bắc,,,,3939833
1998,"1,8 tỷ căn 2pn - 2,6 tỷ căn 3pn | nhận nhà sớm, có sổ luôn ngay đường giải phóng","Rose Town, Quận Hoàng Mai, Hà Nội",65,1.87,2,2,,,,,,3924876
1999,"Chuyển nhượng ngoại giao căn hộ 2 ngủ giá 1,6 tỷ tại phương đông,nhận nhà 7/2021","Phương Đông Green Park, Quận Hoàng Mai, Hà Nội",58,1.59,2,2,,Đông nam,,,,3928745
2000,"Tháng 8 nhận nhà, căn 74m giá chỉ 1.9 tỷ ở linh đàm, tặng ngay 5 chỉ vàng","Yên Sở, Quận Hoàng Mai, Hà Nội",74,1.95,2,2,,,,,,3876519
2001,"Chính chủ bán gấp căn hộ west gate- an gia, bán huề vốn đã thanh toán 421 tri","NGUYỄN VĂN LINH, Huyện Bình Chánh, TP HCM",59,2.2,2,2,20,Đông nam,120,120,1,3940205
2002,"Nhận hoàn tiền 100 triệu khi mua căn hộ 2pn, chỉ cần trả trước 599 triệu","NGUYỄN VĂN LINH, Huyện Bình Chánh, TP HCM",59,2.2,2,2,20,Đông nam,120,120,1,3940497
2003,Căn hộ 2pn view sông diện tích 52m2 giá tốt nhất dự án vista riverside,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.3,2,1,,,,,,3940492
2004,"Căn hộ ngay kcd thuận giao - thuận an, trả trước 250 triệu nhận nhà - góp 0đ","Legacy Central, Thị Xã Thuận An, Bình Dương",32,0.9,1,1,,,,,,3940124
2005,"Lương 25 triệu có mua được căn hộ 2 pn 2 wc full nội thất, đầy đủ tiện ích?","West Gate Park, Huyện Bình Chánh, TP HCM",59,2.2,,,,,,,,3940656
2006,Căn hộ mặt tiền sông sài gòn - bàn giao hoàn thiện. trả trước 350 triệu nhận nhà,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",39,1.08,1,1,,,,,,3940603
2007,"Cơ hội cuối cùng sở hữu căn hộ ngay chợ lái thiêu chỉ với 339tr, 1pn, 1wc,shr","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",48,1.2,1,1,,,,,,3927422
2008,"Bàn căn góc 56m2, đặc biệt căn gốc 2 view trực diện sông, giá 1tỷ420, nhà mới.","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",56,1.42,,,,,,,,3924740
2009,"Căn hộ giá sốc ngay tp.thuận an, chỉ từ 250 triệu sở hữu. vay 0% lãi suất","Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,,,,,,,,3937064
2010,Sở hữu ngay căn hộ tiêu chuẩn ngay lòng tp.thuận an. giá 900tr/căn,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3937068
2011,"Căn hộ mặt tiền quốc lộ 13, liền kề aeon mall thanh toán mỗi tháng chỉ 15 triệu","Phường Lái Thiêu, Thị Xã Thuận An, Bình Dương",54,2.2,1,1,40,Đông nam,80,80,,3940654
2012,Tôi cần bán căn hộ ccmn tân mai 1pn 1wc để lại toàn bộ nội thất 650tr 0903417838,"Chung cư 129D Trương Định, Quận Hoàng Mai, Hà Nội",28,0.65,1,1,5,Đông,3,6,,3927868
2013,Căn hộ chung cư vòng xoay an phú bình dưng,"Phường An Phú, Thị Xã Thuận An, Bình Dương",60,1.44,2,2,22,,54,54,,3924071
2014,Căn hộ chung cư giá rẻ ở an phú thuận an,"Phường An Phú, Thị Xã Thuận An, Bình Dương",60,1.5,2,2,22,,54,54,,3921334
2015,Căn hộ ehome trong đại đô thị water point nam long,"Huyện Bến Lức, Long An",51,1,2,1,12,Đông,12,45,,3940640
2016,Chung cư smarthome giá chỉ 2.1 tỷ/ 2pn/ 65m2 giờ chỉ còn 1.6 tỷ/ 2pn/ 65m2 .,"Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",67,1.6,2,2,,,,,,3933855
2017,Chung cư shophouse và office ưu đãi đặc biệt tháng 7,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",69,2.2,,,,,,,,3933858
2018,"Bid residence nơi "" hiếu nghĩa vẹn tròn""","Quận Hà Đông, Hà Nội",81,2,2,2,24,,,,,3940638
2019,"Sỡ hữu lâu dài căn hộ nghĩ dưỡng cao cấp nhật bản tại quy nhơn chỉ với 1,39 tỷ","Nhơn Hội New City, Thành Phố Quy Nhơn, Bình Định",45,1.39,1,1,39,Tây,20,42,4,3940615
2020,Legacy central xác lập kỷ lục tiến độ thi công,"Legacy Central, Thị Xã Thuận An, Bình Dương",32,0.839,1,1,,,,,,3940609
2021,"Căn 2pn, 2wc, 2 ban công chỉ cần 507 triệu, vay 0% ls 30 tháng, ck 16%","Vinhomes Ocean Park, Huyện Gia Lâm, Hà Nội",66.1,2.25,2,2,,Đông bắc,,,1,3940608
2022,Căn hoa hậu 1pn đẹp nhất phân khu the ocean view giá trực tiếp cđt,"Vinhomes Ocean Park, Huyện Gia Lâm, Hà Nội",48,1.8,1,1,,Tây bắc,,,1,3940606
2024,Cần bán căn góc 3 pn dự án chung cư resort giữa lòng hà nội,"Feliz Homes, Quận Hoàng Mai, Hà Nội",107.5,3.59,3,2,,Đông nam,21,,,3940604
2025,Chỉ 1.1 tỷ có ngay căn hộ 44m ở triều khúc-tặng nội thất đẹp,"Triều Khúc, Quận Thanh Xuân, Hà Nội",44,1.1,2,2,,,,,,3940220
2026,Sở hữu ngôi nhà thứ 2 đẳng cấp đang được ưu đãi từ 5 đến 18%,"Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",50,1.7,1,1,35,Đông bắc,24,6,1,3940593
2027,"Chung cư rose town ngay tại tt q.hoàng mai mở bán quỹ căn mới, ck 3% gtch","Rose Town, Quận Hoàng Mai, Hà Nội",65,1.8,2,2,,,,,2,3940591
2028,Le grand jardin sống sang ở rộng chỉ từ 650tr ngay khu đô thị mới sài đồng,"Chung cư Le Grand Jardin, Quận Long Biên, Hà Nội",63,0.65,2,2,,,,,,3940589
2029,"Bán căn hộ 3 phòng ngủ giá rẻ tại hà nội,135m2,thanh toán tiến độ 2 năm,bank 70%","Tố Hữu, Quận Hà Đông, Hà Nội",135.29,3,3,2,,,,,,3940590
2030,"Căn hộ dưới 1 tỉ đồng ""đốt nóng"" thị trường bđs bình dương","Legacy Central, Thị Xã Thuận An, Bình Dương",32,0.839,1,1,15,,,,,3940583
2031,"Chỉ với 625 triệu, sở hữu ngay ch 2pn cao cấp tại feliz homes","Feliz Homes, Quận Hoàng Mai, Hà Nội",76,2.49,2,2,27,,,,1,3939397
2032,Chương trình hấp dẫn tháng 7 bốc thăm trúng mercedes tại feliz homes.,"Đền Lừ, Quận Hoàng Mai, Hà Nội",76,2.4,2,2,27,,,,1,3940299
2033,Bán gấp căn hộ trung tâm hành chính tân túc gần chợ đầu mối bình điền,"West Gate Park, Huyện Bình Chánh, TP HCM",59,2.1,,,,Đông nam,,,,3940578
2034,Chỉ cần trả trước chỉ với 600 triệu sở hữu ngày căn hộ view biển mỹ khê cực đẹp,"The Sang Residence, Quận Ngũ Hành Sơn, Đà Nẵng",82,4.5,2,2,29,Đông nam,21,21,2,3940559
2035,Căn hộ cao cấp trung tâm tp thuận an giá chỉ 225 triệu,"Legacy Central, Thị Xã Thuận An, Bình Dương",45,0.9,1,1,16,Đông nam,25,,,3940558
2036,Sở hữu căn hộ cao cấp nằm trong quần thể thiết kế như 1 resort,"Feliz Homes, Quận Hoàng Mai, Hà Nội",107.5,3.52,3,2,27,Đông nam,,,1,3940555
2037,"Bán căn hộ grand center quy nhơn nằm ngay trung tâm tp,01 nguyễn tất thành 1.5ty","Grand Center, Thành Phố Quy Nhơn, Bình Định",50,1.5,1,1,42,,30,30,,3940185
2038,Bán căn melody view biển cực đẹp ở quy nhơn 1.4 tỷ (lợi nhuận cho thuê 18 triệu),"Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",50,1.5,1,1,35,,30,30,,3940189
2039,Richmond quy nhơn ưu đãi hỗ trợ khách hàng mùa covid chiết khấu thêm 5%tt vượt,"Khu dân cư Hưng Thịnh Chế Lan Viên, Thành Phố Quy Nhơn, Bình Định",50,1.2,1,1,35,,20,20,,3940191
2040,Grand center quy nhơn chiết khấu lên đến 24% hỗ trợ khách hàng mùa covid,"Grand Center, Thành Phố Quy Nhơn, Bình Định",50,1.5,1,1,42,,6,,,3938250
2041,Căn hộ melody quy nhơn siêu ưu đãi mùa covid,"Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",50,1.4,1,1,,,,,,3937881
2042,Grand center quy nhơn siêu ưu đãi mùa covid,"Grand Center, Thành Phố Quy Nhơn, Bình Định",50,1.4,1,1,35,,6,6,,3937900
2043,Grand center quy nhơn ưu đãi mùa covid chiết khấu lên tới 20% 5% thanh toán vượt,"Grand Center, Thành Phố Quy Nhơn, Bình Định",50,1.54,1,1,,,6,,,3937914
2044,Bán căn hộ grand center quy nhơn giá siêu ưu đãi mùa covid,"Thành Phố Quy Nhơn, Bình Định",50,1.52,2,1,42,Đông nam,6,6,,3938686
2045,"Sở hữu căn hộ 2 pn cao cấp bàn giao full nội thất , ck 5 % gtch","Housinco Premium, Huyện Thanh Trì, Hà Nội",75.5,2.76,2,2,31,Tây bắc,,,1,3940550
2046,"Bán căn hộ 2pn view hồ điều hòa tại quần thể chung cư cao cấp feliz home, hoàng","Feliz Homes, Quận Hoàng Mai, Hà Nội",75.9,2.54,2,2,27,Tây bắc,,,1,3940548
2047,"Chỉ hơn 3,2 tỷ sở hữu căn hộ 3 pn sở hữu căn hộ cao cập tại trung tâm quận hoàng","Feliz Homes, Quận Hoàng Mai, Hà Nội",96,3.27,3,2,27,Tây Nam,,,1,3940547
2048,"Nhượng lại gấp căn góc 2 phòng ngủ, giá rẻ hơn thị trường 800tr","Grand Center, Thành Phố Quy Nhơn, Bình Định",69.7,2.1,2,2,42,Tây bắc,32,32,4,3940545
2050,"Ecocity việt hưng, bán căn đn duy nhất, đã có sổ đỏ , nhận nhà ở ngay","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",65,2.1,2,2,5,Đông nam,,,,3938961
2051,"Hotnhượng lại suất ngoại giao 2pn, giá chỉ từ 1,78 tỷ chiết khấu lên tới 300 tr","KĐT Việt Hưng, Quận Long Biên, Hà Nội",64,1.78,2,2,10,Đông nam,,,,3937891
2052,hot cơ hội có 1. 0 .2 để sở hữu noxh bắc kỳ .,"TL 286, Huyện Yên Phong, Bắc Ninh",43,0.43,2,1,,,,,,3940504
2053,Căn hộ cao cấp - sổ hồng lâu dài - ecolife riverside,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",60,1.2,2,2,28,Đông nam,,,2,3938283
2054,Nhận nhà ở ngay khi đóng đủ 30% gtch thanh toán trong 2 năm tại hpc 105,"HPC Landmark Tower, Quận Hà Đông, Hà Nội",135,3,4,3,24,Đông bắc,,,2,3940496
2055,Căn hộ mini 5 tầng chùa láng - lô góc - full nội thất - thu 50 triệu/tháng - đố.,"Quận Đống Đa, Hà Nội",53,6.95,10,10,5,,3,5.3,,3936695
2056,900 sở hữu ngay căn hộ trung tâm tp thủ dầu một,"Thành phố Thủ Dầu Một, Bình Dương",60,0.9,2,2,,,30,30,,3940489
2057,350 triệu sở hữu căn hộ cao cấp trung tâm tp thủ dầu một,"Thành phố Thủ Dầu Một, Bình Dương",60,0.35,,,27,,30,30,,3940255
2058,Cấp báo hà đông đột nhiên rao bán căn hộ 3pn thanh toán tiến độ 2 năm,"Văn Khê, Quận Hà Đông, Hà Nội",135.5,3,3,2,,,,,,3940441
2059,Rao bán căn hộ 80m2 ban công đn bếp riêng hỗ trợ lãi suất đến khi nhận nhà.,"Chung cư BID Residence, Quận Hà Đông, Hà Nội",80,2,2,2,,Đông nam,,,,3938401
2060,Căn hộ cửa ngõ tây sài gòn chỉ cần 599t triệu sở hữu căn hộ 2pn cực đẹp,"NGUYỄN VĂN LINH, Huyện Bình Chánh, TP HCM",59,2.1,2,2,20,Đông nam,120,120,1,3940406
2061,"Dự án bán chung cư b2 7,2ha hoàng hoa thám_ba đình-- từ 680tr","Quận Ba Đình, Hà Nội",50,0.72,2,1,,Đông nam,6,17,2,3934309
2062,Mở bán chung cư ck2 giá rẻ ngã tư sở_nguyễn trãi 3p ngủ- chỉ hơn 700tr,"Quận Thanh Xuân, Hà Nội",56,0.69,3,2,4,Nam,,10,3,3933185
2063,"Mở bán chung cư đội cấn-hoàng hoa thám, 30-55m2","Đội Cấn, Quận Ba Đình, Hà Nội",46,0.68,2,1,,Đông nam,,,4,3909011
2064,Bán chung cư trường chinh -ngã tư sở-32m2-630t-mới,"Quận Đống Đa, Hà Nội",34,0.64,1,1,,,,,,3853539
2065,Anh chị có 1 tỷ có mua được nhà trung tâm quận hà đông không? cđt: 0968837420,"Quận Hà Đông, Hà Nội",135,3,3,2,,Đông nam,,,,3940371
2066,"Đẳng cấp châu âu, khởi đầu thịnh vượng; chủ nhà ; 0968837420","Quận Hà Đông, Hà Nội",107,2.57,3,2,,Đông nam,,,,3939923
2067,💎 💎 💎 - căn hộ vàng - hưởng tiện ích sang💠💠💠,"KĐT La Khê, Quận Hà Đông, Hà Nội",65,1.56,2,2,28,,,,,3938355
2068,Nếu bạn có 500 triệu có mua được căn hộ 2 ngủ _ có vườn treo không?,"Quận Hà Đông, Hà Nội",65,1.9,2,2,,,,,,3937982
2069,Nếu bạn có 500 triệu có mua được căn hộ 2 ngủ_ có vườn treo không?,"Chung cư BID Residence, Quận Hà Đông, Hà Nội",65,1.56,2,2,,,,,,3937976
2070,"Bán căn hộ chung cư, bán căn hộ chung cư tại hà nội bán căn hộ chung cư tại qu","Quận Hà Đông, Hà Nội",107,2,2,2,30,,,,1,3938964
2071,Chính thức booking căn hộ legacy central tháng 8/2021,"Legacy Central, Thị Xã Thuận An, Bình Dương",45,0.9,1,1,15,,,,,3940340
2073,Căn hộ csj tower vũng tàu view trực diện biển,"Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu",58,0.159732,1,1,,,,,,3940327
2074,Chung cư cao cấp nhất khu vực cổ nhuể gần phạm văn đồng và công viên hòa bình,"The Jade Orchid Garden, Quận Bắc Từ Liêm, Hà Nội",67.8,2.5,,,,,,,,3940323
2075,Chỉ với 225 triệu sở hữu căn hộ hạng sang tại trung tâm thuận an nh hỗ trợ vay,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3940317
2076,"Căn hộ cao cấp giá rẻ thuận an, sở hữu ngay chỉ với 225 triệu, chiết khấu cao","Legacy Central, Thị Xã Thuận An, Bình Dương",42,0.9,1,1,15,Đông nam,,,,3940316
2077,"Bán căn hộ chung cư feliz homes, quận hoàng mai. giá chỉ từ 31tr/m2","Feliz Homes, Quận Hoàng Mai, Hà Nội",96,3.2,3,2,27,,,,1,3940307
2078,"Bán căn hộ 1 phòng ngủ 1, tại legacy centra, giá từ 900 triệu","Legacy Central, Thị Xã Thuận An, Bình Dương",56,0.9,2,2,29,Đông nam,16,122,1,3940304
2079,Hpc landmark 105 mở bán 9 căn hộ 3pn đẹp nhất dự án,"KĐT Văn Khê, Quận Hà Đông, Hà Nội",135.27,2.9,3,2,,,,,,3940305
2080,Thanh toán 700 triệu sỡ hữu ngay căn 2pn tại lavita thuận an - ck khủng t7 5-9%,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",68,2.3,2,2,20,,,,2,3937468
2081,"Chỉ 1.950 tỷ/ căn 1pn tại lavita thuận an của hưng thịnh land, ck 2%","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",50,1.95,1,1,,,,,2,3928773
2082,Ưu đãi tháng 7 chiết khấu 4 - 7% - đầu tư ofiicetel lavita thuận an chỉ 1.6 tỷ,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",40,1.6,1,1,,,,,2,3926176
2083,"Chỉ cần 530 triệu sỡ hữu officetel tại thủ phủ bình dương. vừa ở, vừa kinh doanh","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",40,1.7,1,1,9,,,,2,3925620
2084,"Trả trước 600 triệu sỡ hữu căn 1pn, 1wc tại lavita thuận an,ht vay 70%","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",50,1.95,1,1,12,,,,2,3925623
2085,Siêu ưu đãi tháng 7 chiết khấu 4-7% khi mua lavita thuận an chỉ 1.950 tỷ/ căn,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",68,1.95,2,2,18,,,,2,3933186
2086,"Chỉ cần 700tr sỡ hữu căn hộ 2pn, 2wc tại trung tâm bình dương, ht vay, ck 2%","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",68,2.4,2,2,,,,,2,3929268
2087,"Thời điểm vàng đầu tư lavia thuận an, hưng thịnh ưu đãi tháng 7 ck đến 9%","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",40,1.65,1,1,,,,,2,3937113
